Url,PRODUCT URL-href,Product name,product Description ,product price ,ASIN,MANUFACTURERS ,RATING,NUMBER OF REVIEWS
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-29,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,569,"Care Instructions: Machine Wash     Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.     Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.     Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",4,427 ratings,B0BS6QM2GD,SHABA BAGS
Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-26,Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,426,"Care Instructions: Hand Wash Only     COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g     HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items     CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use     CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.     HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",3.9,100 ratings,B0BL3TVDK6,Northzone
Half Moon Large 37L Laptop Bag Backpack for men? Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-25,Half Moon Large 37L Laptop Bag Backpack for men? Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.     Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.     Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.     Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.     FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",3.9,"3,065 ratings",B09VCLZ3K4,Amazing Bags
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-24,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,Care Instructions: Wipe with Damp Cloth     Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>     USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>     Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>     Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>     Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>,4,"4,626 ratings","? 1,799.00",FUR JADEN
"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-23,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",571,"Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort     Smooth zippers that never jam or break     Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use     Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials     The padded shoulder straps, handle, and back panel provides protection and all-day comfort.",,,? 799.00,
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-22,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,569,"Care Instructions: Machine Wash     Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.     Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.     Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",4,427 ratings,B0BS6QQZYN,SHABA BAGS
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-21,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",799,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.     FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access     MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella     COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps     WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects",3.8,"2,894 ratings","? 2,010.00",Safari Industries
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-20,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),248,"Care Instructions: Hand Wash Only     Outer Material: Polyester, Color: Sea Blue     Not water resistant. With Rain Cover:No     Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)     Number of compartments: 2; Laptop Compatibility: No     Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket     Drawstring, 2 Compartments, Compact Size",4,"19,748 ratings",B07Q7CNPMV,Safari Industries (India) Ltd
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1688571282&sprefix=ba%2Caps%2C283&sr=8-19,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,899,"MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.     Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.     Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment     Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.     Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects",4.3,"6,171 ratings","? 2,899.00",20-Dec-18
PRODUCT URL,PRODUCT URL-href,Product name,Product price ,product description ,Rating,number of reviews,ASIN,Manufacturer
"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27S9SG/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1688572310&sprefix=ba%2Caps%2C283&sr=8-52,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)","1,099","Large multi-compartment backpack with a padded sleeve for laptops, can hold up to 17 inch laptop/notebook     Front storage pocket keeps smaller items neatly organized and easy to access     Mesh pockets on both sides to accommodate your water bottle and umbrella     Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects     Lining Description: Polyester; Age Range Description: Adult; Special Features: Lightweight; Closure Type: Zipper",This item,,?B09B27S9SG,?Safari Industries
BEAUTY GIRLS BY HOTSHOT 1522|School Bag|Tuition Bag|College Backpack|ForGirls&Women|Waterproof Bag,https://www.amazon.in/Girls-1522-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9SFYXQ/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1688572310&sprefix=ba%2Caps%2C283&sr=8-51,BEAUTY GIRLS BY HOTSHOT 1522|School Bag|Tuition Bag|College Backpack|ForGirls&Women|Waterproof Bag,740,"Care Instructions: Hand Wash Only     Comfortable adjustable padded shoulder straps that evenly distributes weight<br>     MATERIAL & QUALITY:-Made from premium water resistant Polyester, Nylon, Plastic, Metal, Fabric provide strengthen and long-lasting performance<br>     Adjustable Strap; Special Features: Radium strip on shoulder pad<br>     30 L Storage Capacity<br>     Closure Type: Zipper; Compartment Description: Not Laptop Compatible; Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Coin Pocket<br>",,,,
